Model,Descriptors,n_bits,ROC AUC,ROC AUC val
xgb,"['rdkit', 'morgan','mordred', 'maccs']",2048,0.9338,0.8759999999999999
xgb,"['rdkit', 'morgan']",2048,0.872,0.7719
xgb,['rdkit'],2048,0.855,0.7774
xgb,"['morgan', 'maccs']",1024,0.9074,0.8648
xgb,"['morgan','mordred']",1024,0.843,0.8103
xgb,['morgan'],1024,0.8437,0.7699
xgb,"['rdkit', 'morgan','mordred', 'maccs']",1024,0.9363,0.8527
xgb,"['rdkit', 'morgan']",1024,0.7673,0.7431
xgb,"['morgan', 'maccs']",512,0.9237,0.8059
xgb,"['morgan','mordred']",512,0.8487,0.8233
xgb,['morgan'],512,0.8236,0.7437
xgb,"['rdkit', 'morgan','mordred', 'maccs']",512,0.9269,0.856
xgb,"['rdkit', 'morgan']",512,0.7276,0.7774
xgb,"['morgan', 'maccs']",256,0.9012,0.8648
xgb,"['morgan','mordred']",256,0.8499,0.8179
xgb,['morgan'],256,0.818,0.6652
xgb,"['rdkit', 'morgan','mordred', 'maccs']",256,0.9179999999999999,0.8649
xgb,"['rdkit', 'morgan']",256,0.8373,0.7852
xgb,"['morgan', 'maccs']",64,0.9018,0.8233
xgb,"['morgan','mordred']",64,0.7473,0.7993
xgb,['morgan'],64,0.5413,0.4689
xgb,"['rdkit', 'morgan','mordred', 'maccs']",64,0.912,0.8638
xgb,"['rdkit', 'morgan']",64,0.7478,0.7685
xgb,"['morgan', 'maccs']",32,0.8218,0.7874
xgb,"['morgan','mordred']",32,0.8393,0.8299
xgb,['morgan'],32,0.6341,0.7557
xgb,"['rdkit', 'morgan','mordred', 'maccs']",32,0.9179999999999999,0.8599
xgb,"['rdkit', 'morgan']",32,0.8493,0.7774
